20181128000000,U0001,3,0,R1,R,15,F05
20181128000000,X0003,3,0,F,N,15,A10
20181128000000,V0004,3,0,L2,L,20,C06
20181128000000,O0002,1,0,F,N,5,C06
20181128000000,C0005,0,1,R1,R,0,D07
20181128000000,H0006,3,0,F,N,15,E03
20181128000000,G0007,2,0,F,N,10,E04
20181128000000,I0008,5,0,F,N,40,A09
20181128000000,V0009,2,0,F,N,10,C05
20181128000000,P0010,3,0,R2,R,15,C01
20181128000000,R0011,0,0,F,N,0,E02
20181128000000,I0012,0,0,F,N,0,E10
20181128000000,X0013,1,0,F,N,5,C02
20181128000000,B0014,5,0,F,N,25,D07
20181128000000,D0015,1,0,F,N,5,F09
20181128000000,P0016,3,0,R3,L,20,A06
20181128000000,A0017,2,0,F,N,10,C02
20181128000000,P0018,1,0,L3,L,5,A09
20181128000000,O0019,1,0,F,N,5,E07
20181128000000,E0021,3,0,F,N,15,E01
20181128000000,P0020,0,1,L1,L,0,F02
20181128000000,K0061,4,0,F,N,20,C03
20181128000000,B0060,3,0,F,N,15,D05
20181128000000,C0059,2,0,F,N,10,A10
20181128000000,O0058,2,0,F,N,10,E08
20181128000000,V0057,0,1,F,N,0,D08
20181128000000,Q0056,3,0,F,N,15,D05
20181128000000,P0054,1,0,F,N,5,D01
20181128000000,W0055,1,0,L3,L,5,E07
20181128000000,Q0053,0,1,F,N,0,D02
20181128000000,T0052,0,2,F,N,0,E01
20181128000000,G0049,2,0,R1,R,10,F04
20181128000000,M0051,5,0,L3,L,25,A03
20181128000000,L0050,0,1,R1,R,0,F10
20181128000000,J0047,0,1,F,N,0,E09
20181128000000,R0048,0,0,L3,L,0,C05
20181128000000,Z0067,5,0,F,N,25,B02
20181128000000,F0045,4,0,F,N,20,C06
20181128000000,A0046,3,0,F,N,15,B03
20181128000000,R0044,1,0,F,N,5,B03
20181128000000,Q0043,1,0,F,N,5,C03
20181128000000,N0042,3,0,F,N,15,F10
20181128000000,Z0041,1,0,L2,L,5,E01
20181128000000,O0040,1,0,F,N,5,B02
20181128000000,M0039,0,0,F,N,0,C02
20181128000000,N0027,1,0,F,N,5,B08
20181128000000,F0038,1,0,L1,L,5,C10
20181128000000,X0037,0,2,F,N,0,F06
20181128000000,S0036,4,0,R2,R,30,B02
20181128000000,L0035,0,1,L1,L,0,A03
20181128000000,Y0076,0,1,F,N,0,C10
20181128000000,I0072,1,0,F,N,5,F04
20181128000000,R0068,3,0,F,N,15,F01
20181128000000,E0034,0,2,L1,L,0,F04
20181128000000,Z0069,1,0,F,N,5,D09
20181128000000,O0033,0,1,L3,L,0,F07
20181128000000,E0032,3,0,L3,N,20,A07
20181128000000,P0030,0,1,F,N,0,B07
20181128000000,P0031,1,0,R1,R,5,A04
20181128000000,Y0029,0,0,F,N,0,C01
20181128000000,K0028,0,1,F,N,0,B02
20181128000000,G0026,0,1,L1,L,0,C07
20181128000000,H0025,0,1,R3,R,0,D08
20181128000000,X0023,1,0,F,N,1,A08
20181128000000,J0024,1,0,F,N,5,D01
20181128000000,P0022,2,0,R1,R,10,A06
20181128000000,F0084,0,0,L3,N,0,B10
20181128000000,L0081,1,0,F,N,5,A04
20181128000000,Y0082,0,1,F,N,0,A05
20181128000000,A0086,0,0,F,N,0,B09
20181128000000,Y0070,3,0,F,N,15,B04
20181128000000,G0071,1,0,L1,L,5,F10
20181128000000,Q0074,3,0,L2,L,15,D05
20181128000000,G0075,0,1,F,N,0,E03
20181128000000,M0077,1,0,L2,L,5,A08
20181128000000,F0073,3,0,L1,L,15,E03
20181128000000,A0078,2,0,F,N,10,D06
20181128000000,T0079,3,0,F,N,15,F09
20181128000000,Z0080,1,0,F,N,5,F03
20181128000000,A0066,0,1,L1,L,0,B10
20181128000000,A0065,3,0,F,N,15,F08
20181128000000,T0064,1,0,F,N,5,B08
20181128000000,T0063,3,0,L2,L,15,F03
20181128000000,W0062,3,0,R3,R,15,E04
20181128000000,N0092,2,0,F,N,10,C01
20181128000000,C0091,3,0,R3,R,20,B10
20181128000000,X0090,5,0,F,N,25,A04
20181128000000,Y0089,0,1,F,N,0,E07
20181128000000,T0088,3,0,L2,L,15,F09
20181128000000,H0087,4,0,L2,N,30,F02
20181128000000,R0083,3,0,L2,N,20,F02
20181128000000,F0085,4,0,F,N,20,F09
20181128000000,A0099,5,0,L2,N,40,B01
20181128000000,L0098,3,0,F,N,15,E03
20181128000000,C0097,2,0,F,N,10,A01
20181128000000,V0096,0,0,F,N,0,D10
20181128000000,T0095,1,0,R2,R,5,C09
20181128000000,C0094,3,0,F,N,15,C07
20181128000000,H0093,0,1,F,N,0,A10
20181128000000,V0100,1,0,F,N,5,C08
20181128000001,U0001,4,0,R2,R,35,F10
20181128000001,I0008,3,0,R3,N,60,A06
20181128000001,G0007,1,0,F,N,15,E07
20181128000001,H0006,4,0,F,N,35,E10
20181128000001,C0005,2,0,F,N,10,D04
20181128000001,X0013,3,0,F,N,20,C10
20181128000001,O0002,0,2,F,N,0,C05
20181128000001,V0004,3,0,R3,N,40,C07
20181128000001,X0003,3,0,L2,L,30,A01
20181128000001,A0066,3,0,R3,R,15,B10
20181128000001,W0062,2,0,R3,R,25,E06
20181128000001,T0063,3,0,R1,R,30,F08
20181128000001,Y0076,1,0,F,N,5,C01
20181128000001,I0072,4,0,F,N,25,F05
20181128000001,R0068,1,0,F,N,20,F05
20181128000001,E0034,0,0,F,N,0,F01
20181128000001,V0100,0,0,F,N,5,C03
20181128000001,Z0069,0,2,F,N,0,D10
20181128000001,O0033,0,1,R3,R,0,F05
20181128000001,E0032,5,0,R3,N,18,A10
20181128000001,P0030,3,0,F,N,15,B01
20181128000001,P0031,1,0,F,N,10,A06
20181128000001,X0023,3,0,F,N,16,A03
20181128000001,H0025,3,0,F,N,4,D05
20181128000001,Y0029,2,0,L1,L,10,C06
20181128000001,K0028,1,0,F,N,5,B04
20181128000001,G0026,0,0,F,N,0,C06
20181128000001,J0024,0,1,L3,L,0,D04
20181128000001,X0037,2,0,L3,L,10,F05
20181128000001,L0035,1,0,R2,R,5,A10
20181128000001,S0036,4,0,F,R,60,B08
20181128000001,R0048,4,0,F,N,20,C02
20181128000001,F0045,0,1,R2,R,10,C01
20181128000001,A0046,3,0,F,N,30,B10
